Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
relaxed-denim-jeans,,,,,,,Size,XL,Color,Dark Wash,Fit,Relaxed,RELAXEDDE-XL-DAR-R,shopify,25,deny,manual,64.99,84.00,TRUE,TRUE,,,,
relaxed-denim-jeans,,,,,,,,,,,,,,,,,,,,,,https://loremflickr.com/1200/1200/denim-jeans?lock=108,2,Relaxed Denim Jeans alternate view,
chino-trousers,Chino Trousers,"<p>Versatile cotton chinos with a clean drape.</p><ul><li><strong>Material:</strong> 97% cotton, 3% elastane</li><li><strong>Care:</strong> Machine wash cold, warm iron.</li><li><strong>Fit:</strong> True to size</li></ul>",Acme Threads,Trousers,"Trousers, Khaki, Navy, Stone, demo, Acme Threads",TRUE,Size,S,Color,Khaki,Fit,Regular,CHINOTROU-S-KHA-R,shopify,25,deny,manual,59.99,75.00,TRUE,TRUE,"https://loremflickr.com/1200/1200/chinos,clothing?lock=9",1,Chino Trousers - Trousers,active
chino-trousers,,,,,,,Size,S,Color,Khaki,Fit,Slim,CHINOTROU-S-KHA-S,shopify,25,deny,manual,59.99,75.00,TRUE,TRUE,,,,
chino-trousers,,,,,,,Size,M,Color,Khaki,Fit,Regular,CHINOTROU-M-KHA-R,shopify,25,deny,manual,59.99,75.00,TRUE,TRUE,,,,
chino-trousers,,,,,,,Size,M,Color,Khaki,Fit,Slim,CHINOTROU-M-KHA-S,shopify,25,deny,manual,59.99,75.00,TRUE,TRUE,,,,
chino-trousers,,,,,,,Size,L,Color,Khaki,Fit,Regular,CHINOTROU-L-KHA-R,shopify,25,deny,manual,59.99,75.00,TRUE,TRUE,,,,
chino-trousers,,,,,,,Size,L,Color,Khaki,Fit,Slim,CHINOTROU-L-KHA-S,shopify,25,deny,manual,59.99,75.00,TRUE,TRUE,,,,
chino-trousers,,,,,,,Size,XL,Color,Khaki,Fit,Regular,CHINOTROU-XL-KHA-R,shopify,25,deny,manual,59.99,75.00,TRUE,TRUE,,,,
chino-trousers,,,,,,,Size,XL,Color,Khaki,Fit,Slim,CHINOTROU-XL-KHA-S,shopify,25,deny,manual,59.99,75.00,TRUE,TRUE,,,,
chino-trousers,,,,,,,Size,S,Color,Navy,Fit,Regular,CHINOTROU-S-NAV-R,shopify,25,deny,manual,59.99,75.00,TRUE,TRUE,,,,
chino-trousers,,,,,,,Size,S,Color,Navy,Fit,Slim,CHINOTROU-S-NAV-S,shopify,25,deny,manual,59.99,75.00,TRUE,TRUE,,,,
chino-trousers,,,,,,,Size,M,Color,Navy,Fit,Regular,CHINOTROU-M-NAV-R,shopify,25,deny,manual,59.99,75.00,TRUE,TRUE,,,,
chino-trousers,,,,,,,Size,M,Color,Navy,Fit,Slim,CHINOTROU-M-NAV-S,shopify,25,deny,manual,59.99,75.00,TRUE,TRUE,,,,
chino-trousers,,,,,,,Size,L,Color,Navy,Fit,Regular,CHINOTROU-L-NAV-R,shopify,25,deny,manual,59.99,75.00,TRUE,TRUE,,,,
chino-trousers,,,,,,,Size,L,Color,Navy,Fit,Slim,CHINOTROU-L-NAV-S,shopify,25,deny,manual,59.99,75.00,TRUE,TRUE,,,,
chino-trousers,,,,,,,Size,XL,Color,Navy,Fit,Regular,CHINOTROU-XL-NAV-R,shopify,25,deny,manual,59.99,75.00,TRUE,TRUE,,,,
chino-trousers,,,,,,,Size,XL,Color,Navy,Fit,Slim,CHINOTROU-XL-NAV-S,shopify,25,deny,manual,59.99,75.00,TRUE,TRUE,,,,
chino-trousers,,,,,,,Size,S,Color,Stone,Fit,Regular,CHINOTROU-S-STO-R,shopify,25,deny,manual,59.99,75.00,TRUE,TRUE,,,,
chino-trousers,,,,,,,Size,S,Color,Stone,Fit,Slim,CHINOTROU-S-STO-S,shopify,25,deny,manual,59.99,75.00,TRUE,TRUE,,,,
chino-trousers,,,,,,,Size,M,Color,Stone,Fit,Regular,CHINOTROU-M-STO-R,shopify,25,deny,manual,59.99,75.00,TRUE,TRUE,,,,
chino-trousers,,,,,,,Size,M,Color,Stone,Fit,Slim,CHINOTROU-M-STO-S,shopify,25,deny,manual,59.99,75.00,TRUE,TRUE,,,,
chino-trousers,,,,,,,Size,L,Color,Stone,Fit,Regular,CHINOTROU-L-STO-R,shopify,25,deny,manual,59.99,75.00,TRUE,TRUE,,,,
chino-trousers,,,,,,,Size,L,Color,Stone,Fit,Slim,CHINOTROU-L-STO-S,shopify,25,deny,manual,59.99,75.00,TRUE,TRUE,,,,
chino-trousers,,,,,,,Size,XL,Color,Stone,Fit,Regular,CHINOTROU-XL-STO-R,shopify,25,deny,manual,59.99,75.00,TRUE,TRUE,,,,
chino-trousers,,,,,,,Size,XL,Color,Stone,Fit,Slim,CHINOTROU-XL-STO-S,shopify,25,deny,manual,59.99,75.00,TRUE,TRUE,,,,
chino-trousers,,,,,,,,,,,,,,,,,,,,,,https://loremflickr.com/1200/1200/chinos?lock=109,2,Chino Trousers alternate view,
tailored-shorts,Tailored Shorts,<p>Smart tailored shorts for warm-weather days.</p><ul><li><strong>Material:</strong> 100% cotton</li><li><strong>Care:</strong> Machine wash cold.</li><li><strong>Fit:</strong> True to size</li></ul>,Acme Threads,Shorts,"Shorts, Beige, Navy, demo, Acme Threads",TRUE,Size,S,Color,Beige,,,TAILOREDS-S-BEI,shopify,25,deny,manual,39.99,50.00,TRUE,TRUE,"https://loremflickr.com/1200/1200/shorts,clothing?lock=10",1,Tailored Shorts - Shorts,active
tailored-shorts,,,,,,,Size,M,Color,Beige,,,TAILOREDS-M-BEI,shopify,25,deny,manual,39.99,50.00,TRUE,TRUE,,,,
tailored-shorts,,,,,,,Size,L,Color,Beige,,,TAILOREDS-L-BEI,shopify,25,deny,manual,39.99,50.00,TRUE,TRUE,,,,
tailored-shorts,,,,,,,Size,XL,Color,Beige,,,TAILOREDS-XL-BEI,shopify,25,deny,manual,39.99,50.00,TRUE,TRUE,,,,
tailored-shorts,,,,,,,Size,S,Color,Navy,,,TAILOREDS-S-NAV,shopify,25,deny,manual,39.99,50.00,TRUE,TRUE,,,,
tailored-shorts,,,,,,,Size,M,Color,Navy,,,TAILOREDS-M-NAV,shopify,25,deny,manual,39.99,50.00,TRUE,TRUE,,,,
tailored-shorts,,,,,,,Size,L,Color,Navy,,,TAILOREDS-L-NAV,shopify,25,deny,manual,39.99,50.00,TRUE,TRUE,,,,
tailored-shorts,,,,,,,Size,XL,Color,Navy,,,TAILOREDS-XL-NAV,shopify,25,deny,manual,39.99,50.00,TRUE,TRUE,,,,
tailored-shorts,,,,,,,,,,,,,,,,,,,,,,https://loremflickr.com/1200/1200/shorts?lock=110,2,Tailored Shorts alternate view,
wool-blend-blazer,Wool Blend Blazer,"<p>A structured wool-blend blazer for sharp occasions.</p><ul><li><strong>Material:</strong> 70% wool, 30% polyester</li><li><strong>Care:</strong> Dry clean only.</li><li><strong>Fit:</strong> True to size</li></ul>",Acme Threads,Blazer,"Blazer, Charcoal, Navy, demo, Acme Threads",TRUE,Size,S,Color,Charcoal,Fit,Regular,WOOLBLEND-S-CHA-R,shopify,25,deny,manual,129.99,170.00,TRUE,TRUE,"https://loremflickr.com/1200/1200/blazer,clothing?lock=11",1,Wool Blend Blazer - Blazer,active
wool-blend-blazer,,,,,,,Size,S,Color,Charcoal,Fit,Slim,WOOLBLEND-S-CHA-S,shopify,25,deny,manual,129.99,170.00,TRUE,TRUE,,,,
wool-blend-blazer,,,,,,,Size,M,Color,Charcoal,Fit,Regular,WOOLBLEND-M-CHA-R,shopify,25,deny,manual,129.99,170.00,TRUE,TRUE,,,,
wool-blend-blazer,,,,,,,Size,M,Color,Charcoal,Fit,Slim,WOOLBLEND-M-CHA-S,shopify,25,deny,manual,129.99,170.00,TRUE,TRUE,,,,
wool-blend-blazer,,,,,,,Size,L,Color,Charcoal,Fit,Regular,WOOLBLEND-L-CHA-R,shopify,25,deny,manual,129.99,170.00,TRUE,TRUE,,,,
wool-blend-blazer,,,,,,,Size,L,Color,Charcoal,Fit,Slim,WOOLBLEND-L-CHA-S,shopify,25,deny,manual,129.99,170.00,TRUE,TRUE,,,,
wool-blend-blazer,,,,,,,Size,XL,Color,Charcoal,Fit,Regular,WOOLBLEND-XL-CHA-R,shopify,25,deny,manual,129.99,170.00,TRUE,TRUE,,,,
wool-blend-blazer,,,,,,,Size,XL,Color,Charcoal,Fit,Slim,WOOLBLEND-XL-CHA-S,shopify,25,deny,manual,129.99,170.00,TRUE,TRUE,,,,
wool-blend-blazer,,,,,,,Size,S,Color,Navy,Fit,Regular,WOOLBLEND-S-NAV-R,shopify,25,deny,manual,129.99,170.00,TRUE,TRUE,,,,
wool-blend-blazer,,,,,,,Size,S,Color,Navy,Fit,Slim,WOOLBLEND-S-NAV-S,shopify,25,deny,manual,129.99,170.00,TRUE,TRUE,,,,
wool-blend-blazer,,,,,,,Size,M,Color,Navy,Fit,Regular,WOOLBLEND-M-NAV-R,shopify,25,deny,manual,129.99,170.00,TRUE,TRUE,,,,
wool-blend-blazer,,,,,,,Size,M,Color,Navy,Fit,Slim,WOOLBLEND-M-NAV-S,shopify,25,deny,manual,129.99,170.00,TRUE,TRUE,,,,
wool-blend-blazer,,,,,,,Size,L,Color,Navy,Fit,Regular,WOOLBLEND-L-NAV-R,shopify,25,deny,manual,129.99,170.00,TRUE,TRUE,,,,
wool-blend-blazer,,,,,,,Size,L,Color,Navy,Fit,Slim,WOOLBLEND-L-NAV-S,shopify,25,deny,manual,129.99,170.00,TRUE,TRUE,,,,
wool-blend-blazer,,,,,,,Size,XL,Color,Navy,Fit,Regular,WOOLBLEND-XL-NAV-R,shopify,25,deny,manual,129.99,170.00,TRUE,TRUE,,,,
wool-blend-blazer,,,,,,,Size,XL,Color,Navy,Fit,Slim,WOOLBLEND-XL-NAV-S,shopify,25,deny,manual,129.99,170.00,TRUE,TRUE,,,,
wool-blend-blazer,,,,,,,,,,,,,,,,,,,,,,https://loremflickr.com/1200/1200/blazer?lock=111,2,Wool Blend Blazer alternate view,
bomber-jacket,Bomber Jacket,<p>A lightweight bomber with ribbed cuffs and hem.</p><ul><li><strong>Material:</strong> Shell: 100% nylon</li><li><strong>Care:</strong> Wipe clean / gentle cold wash.</li><li><strong>Fit:</strong> True to size</li></ul>,Acme Threads,Jacket,"Jacket, Black, Olive, demo, Acme Threads",TRUE,Size,S,Color,Black,,,BOMBERJAC-S-BLA,shopify,25,deny,manual,89.99,115.00,TRUE,TRUE,"https://loremflickr.com/1200/1200/bomber-jacket,clothing?lock=12",1,Bomber Jacket - Jacket,active
bomber-jacket,,,,,,,Size,M,Color,Black,,,BOMBERJAC-M-BLA,shopify,25,deny,manual,89.99,115.00,TRUE,TRUE,,,,
bomber-jacket,,,,,,,Size,L,Color,Black,,,BOMBERJAC-L-BLA,shopify,25,deny,manual,89.99,115.00,TRUE,TRUE,,,,
bomber-jacket,,,,,,,Size,XL,Color,Black,,,BOMBERJAC-XL-BLA,shopify,25,deny,manual,89.99,115.00,TRUE,TRUE,,,,
bomber-jacket,,,,,,,Size,S,Color,Olive,,,BOMBERJAC-S-OLI,shopify,25,deny,manual,89.99,115.00,TRUE,TRUE,,,,
bomber-jacket,,,,,,,Size,M,Color,Olive,,,BOMBERJAC-M-OLI,shopify,25,deny,manual,89.99,115.00,TRUE,TRUE,,,,
bomber-jacket,,,,,,,Size,L,Color,Olive,,,BOMBERJAC-L-OLI,shopify,25,deny,manual,89.99,115.00,TRUE,TRUE,,,,
bomber-jacket,,,,,,,Size,XL,Color,Olive,,,BOMBERJAC-XL-OLI,shopify,25,deny,manual,89.99,115.00,TRUE,TRUE,,,,
bomber-jacket,,,,,,,,,,,,,,,,,,,,,,https://loremflickr.com/1200/1200/bomber-jacket?lock=112,2,Bomber Jacket alternate view,
denim-jacket,Denim Jacket,<p>Timeless denim jacket that layers over anything.</p><ul><li><strong>Material:</strong> 100% cotton denim</li><li><strong>Care:</strong> Machine wash cold.</li><li><strong>Fit:</strong> True to size</li></ul>,Acme Threads,Jacket,"Jacket, Light Wash, Black, demo, Acme Threads",TRUE,Size,S,Color,Light Wash,,,DENIMJACK-S-LIG,shopify,25,deny,manual,79.99,99.00,TRUE,TRUE,"https://loremflickr.com/1200/1200/denim-jacket,clothing?lock=13",1,Denim Jacket - Jacket,active
denim-jacket,,,,,,,Size,M,Color,Light Wash,,,DENIMJACK-M-LIG,shopify,25,deny,manual,79.99,99.00,TRUE,TRUE,,,,
denim-jacket,,,,,,,Size,L,Color,Light Wash,,,DENIMJACK-L-LIG,shopify,25,deny,manual,79.99,99.00,TRUE,TRUE,,,,
denim-jacket,,,,,,,Size,XL,Color,Light Wash,,,DENIMJACK-XL-LIG,shopify,25,deny,manual,79.99,99.00,TRUE,TRUE,,,,
denim-jacket,,,,,,,Size,S,Color,Black,,,DENIMJACK-S-BLA,shopify,25,deny,manual,79.99,99.00,TRUE,TRUE,,,,
denim-jacket,,,,,,,Size,M,Color,Black,,,DENIMJACK-M-BLA,shopify,25,deny,manual,79.99,99.00,TRUE,TRUE,,,,
denim-jacket,,,,,,,Size,L,Color,Black,,,DENIMJACK-L-BLA,shopify,25,deny,manual,79.99,99.00,TRUE,TRUE,,,,
denim-jacket,,,,,,,Size,XL,Color,Black,,,DENIMJACK-XL-BLA,shopify,25,deny,manual,79.99,99.00,TRUE,TRUE,,,,
denim-jacket,,,,,,,,,,,,,,,,,,,,,,https://loremflickr.com/1200/1200/denim-jacket?lock=113,2,Denim Jacket alternate view,
pullover-hoodie,Pullover Hoodie,"<p>A cozy fleece-lined pullover hoodie.</p><ul><li><strong>Material:</strong> 80% cotton, 20% polyester</li><li><strong>Care:</strong> Machine wash cold, tumble dry low.</li><li><strong>Fit:</strong> True to size</li></ul>",Acme Threads,Hoodie,"Hoodie, Heather Grey, Black, Burgundy, demo, Acme Threads",TRUE,Size,S,Color,Heather Grey,,,PULLOVERH-S-HEA,shopify,25,deny,manual,54.99,69.00,TRUE,TRUE,"https://loremflickr.com/1200/1200/hoodie,clothing?lock=14",1,Pullover Hoodie - Hoodie,active
pullover-hoodie,,,,,,,Size,M,Color,Heather Grey,,,PULLOVERH-M-HEA,shopify,25,deny,manual,54.99,69.00,TRUE,TRUE,,,,
pullover-hoodie,,,,,,,Size,L,Color,Heather Grey,,,PULLOVERH-L-HEA,shopify,25,deny,manual,54.99,69.00,TRUE,TRUE,,,,
pullover-hoodie,,,,,,,Size,XL,Color,Heather Grey,,,PULLOVERH-XL-HEA,shopify,25,deny,manual,54.99,69.00,TRUE,TRUE,,,,
pullover-hoodie,,,,,,,Size,S,Color,Black,,,PULLOVERH-S-BLA,shopify,25,deny,manual,54.99,69.00,TRUE,TRUE,,,,
pullover-hoodie,,,,,,,Size,M,Color,Black,,,PULLOVERH-M-BLA,shopify,25,deny,manual,54.99,69.00,TRUE,TRUE,,,,
pullover-hoodie,,,,,,,Size,L,Color,Black,,,PULLOVERH-L-BLA,shopify,25,deny,manual,54.99,69.00,TRUE,TRUE,,,,
pullover-hoodie,,,,,,,Size,XL,Color,Black,,,PULLOVERH-XL-BLA,shopify,25,deny,manual,54.99,69.00,TRUE,TRUE,,,,
pullover-hoodie,,,,,,,Size,S,Color,Burgundy,,,PULLOVERH-S-BUR,shopify,25,deny,manual,54.99,69.00,TRUE,TRUE,,,,
pullover-hoodie,,,,,,,Size,M,Color,Burgundy,,,PULLOVERH-M-BUR,shopify,25,deny,manual,54.99,69.00,TRUE,TRUE,,,,
pullover-hoodie,,,,,,,Size,L,Color,Burgundy,,,PULLOVERH-L-BUR,shopify,25,deny,manual,54.99,69.00,TRUE,TRUE,,,,
pullover-hoodie,,,,,,,Size,XL,Color,Burgundy,,,PULLOVERH-XL-BUR,shopify,25,deny,manual,54.99,69.00,TRUE,TRUE,,,,
pullover-hoodie,,,,,,,,,,,,,,,,,,,,,,https://loremflickr.com/1200/1200/hoodie?lock=114,2,Pullover Hoodie alternate view,
zip-up-hoodie,Zip-Up Hoodie,"<p>Full-zip hoodie with a soft brushed interior.</p><ul><li><strong>Material:</strong> 80% cotton, 20% polyester</li><li><strong>Care:</strong> Machine wash cold.</li><li><strong>Fit:</strong> True to size</li></ul>",Acme Threads,Hoodie,"Hoodie, Navy, Charcoal, demo, Acme Threads",TRUE,Size,S,Color,Navy,,,ZIPUPHOO-S-NAV,shopify,25,deny,manual,59.99,75.00,TRUE,TRUE,"https://loremflickr.com/1200/1200/zip-hoodie,clothing?lock=15",1,Zip-Up Hoodie - Hoodie,active
zip-up-hoodie,,,,,,,Size,M,Color,Navy,,,ZIPUPHOO-M-NAV,shopify,25,deny,manual,59.99,75.00,TRUE,TRUE,,,,
zip-up-hoodie,,,,,,,Size,L,Color,Navy,,,ZIPUPHOO-L-NAV,shopify,25,deny,manual,59.99,75.00,TRUE,TRUE,,,,
zip-up-hoodie,,,,,,,Size,XL,Color,Navy,,,ZIPUPHOO-XL-NAV,shopify,25,deny,manual,59.99,75.00,TRUE,TRUE,,,,
zip-up-hoodie,,,,,,,Size,S,Color,Charcoal,,,ZIPUPHOO-S-CHA,shopify,25,deny,manual,59.99,75.00,TRUE,TRUE,,,,
zip-up-hoodie,,,,,,,Size,M,Color,Charcoal,,,ZIPUPHOO-M-CHA,shopify,25,deny,manual,59.99,75.00,TRUE,TRUE,,,,
zip-up-hoodie,,,,,,,Size,L,Color,Charcoal,,,ZIPUPHOO-L-CHA,shopify,25,deny,manual,59.99,75.00,TRUE,TRUE,,,,
zip-up-hoodie,,,,,,,Size,XL,Color,Charcoal,,,ZIPUPHOO-XL-CHA,shopify,25,deny,manual,59.99,75.00,TRUE,TRUE,,,,
zip-up-hoodie,,,,,,,,,,,,,,,,,,,,,,https://loremflickr.com/1200/1200/zip-hoodie?lock=115,2,Zip-Up Hoodie alternate view,
merino-wool-sweater,Merino Wool Sweater,"<p>A fine-gauge merino crew-neck sweater.</p><ul><li><strong>Material:</strong> 100% merino wool</li><li><strong>Care:</strong> Hand wash cold, dry flat.</li><li><strong>Fit:</strong> True to size</li></ul>",Acme Threads,Sweater,"Sweater, Camel, Forest Green, Navy, demo, Acme Threads",TRUE,Size,S,Color,Camel,,,MERINOWOO-S-CAM,shopify,25,deny,manual,79.99,99.00,TRUE,TRUE,"https://loremflickr.com/1200/1200/sweater,clothing?lock=16",1,Merino Wool Sweater - Sweater,active
merino-wool-sweater,,,,,,,Size,M,Color,Camel,,,MERINOWOO-M-CAM,shopify,25,deny,manual,79.99,99.00,TRUE,TRUE,,,,
merino-wool-sweater,,,,,,,Size,L,Color,Camel,,,MERINOWOO-L-CAM,shopify,25,deny,manual,79.99,99.00,TRUE,TRUE,,,,
merino-wool-sweater,,,,,,,Size,XL,Color,Camel,,,MERINOWOO-XL-CAM,shopify,25,deny,manual,79.99,99.00,TRUE,TRUE,,,,
merino-wool-sweater,,,,,,,Size,S,Color,Forest Green,,,MERINOWOO-S-FOR,shopify,25,deny,manual,79.99,99.00,TRUE,TRUE,,,,
merino-wool-sweater,,,,,,,Size,M,Color,Forest Green,,,MERINOWOO-M-FOR,shopify,25,deny,manual,79.99,99.00,TRUE,TRUE,,,,
merino-wool-sweater,,,,,,,Size,L,Color,Forest Green,,,MERINOWOO-L-FOR,shopify,25,deny,manual,79.99,99.00,TRUE,TRUE,,,,
merino-wool-sweater,,,,,,,Size,XL,Color,Forest Green,,,MERINOWOO-XL-FOR,shopify,25,deny,manual,79.99,99.00,TRUE,TRUE,,,,
merino-wool-sweater,,,,,,,Size,S,Color,Navy,,,MERINOWOO-S-NAV,shopify,25,deny,manual,79.99,99.00,TRUE,TRUE,,,,
merino-wool-sweater,,,,,,,Size,M,Color,Navy,,,MERINOWOO-M-NAV,shopify,25,deny,manual,79.99,99.00,TRUE,TRUE,,,,
merino-wool-sweater,,,,,,,Size,L,Color,Navy,,,MERINOWOO-L-NAV,shopify,25,deny,manual,79.99,99.00,TRUE,TRUE,,,,
merino-wool-sweater,,,,,,,Size,XL,Color,Navy,,,MERINOWOO-XL-NAV,shopify,25,deny,manual,79.99,99.00,TRUE,TRUE,,,,
merino-wool-sweater,,,,,,,,,,,,,,,,,,,,,,https://loremflickr.com/1200/1200/sweater?lock=116,2,Merino Wool Sweater alternate view,
cable-knit-cardigan,Cable Knit Cardigan,"<p>Chunky cable-knit cardigan with button front.</p><ul><li><strong>Material:</strong> 60% cotton, 40% acrylic</li><li><strong>Care:</strong> Hand wash cold, dry flat.</li><li><strong>Fit:</strong> True to size</li></ul>",Acme Threads,Cardigan,"Cardigan, Cream, Grey, demo, Acme Threads",TRUE,Size,S,Color,Cream,,,CABLEKNIT-S-CRE,shopify,25,deny,manual,74.99,95.00,TRUE,TRUE,"https://loremflickr.com/1200/1200/cardigan,clothing?lock=17",1,Cable Knit Cardigan - Cardigan,active
cable-knit-cardigan,,,,,,,Size,M,Color,Cream,,,CABLEKNIT-M-CRE,shopify,25,deny,manual,74.99,95.00,TRUE,TRUE,,,,
cable-knit-cardigan,,,,,,,Size,L,Color,Cream,,,CABLEKNIT-L-CRE,shopify,25,deny,manual,74.99,95.00,TRUE,TRUE,,,,
cable-knit-cardigan,,,,,,,Size,XL,Color,Cream,,,CABLEKNIT-XL-CRE,shopify,25,deny,manual,74.99,95.00,TRUE,TRUE,,,,
cable-knit-cardigan,,,,,,,Size,S,Color,Grey,,,CABLEKNIT-S-GRE,shopify,25,deny,manual,74.99,95.00,TRUE,TRUE,,,,
cable-knit-cardigan,,,,,,,Size,M,Color,Grey,,,CABLEKNIT-M-GRE,shopify,25,deny,manual,74.99,95.00,TRUE,TRUE,,,,
cable-knit-cardigan,,,,,,,Size,L,Color,Grey,,,CABLEKNIT-L-GRE,shopify,25,deny,manual,74.99,95.00,TRUE,TRUE,,,,
cable-knit-cardigan,,,,,,,Size,XL,Color,Grey,,,CABLEKNIT-XL-GRE,shopify,25,deny,manual,74.99,95.00,TRUE,TRUE,,,,
cable-knit-cardigan,,,,,,,,,,,,,,,,,,,,,,https://loremflickr.com/1200/1200/cardigan?lock=117,2,Cable Knit Cardigan alternate view,
summer-linen-dress,Summer Linen Dress,"<p>A relaxed midi dress in lightweight linen.</p><ul><li><strong>Material:</strong> 100% linen</li><li><strong>Care:</strong> Machine wash cold, line dry.</li><li><strong>Fit:</strong> True to size</li></ul>",Acme Threads,Dress,"Dress, Beige, Black, Sage, demo, Acme Threads",TRUE,Size,S,Color,Beige,,,SUMMERLIN-S-BEI,shopify,25,deny,manual,64.99,85.00,TRUE,TRUE,"https://loremflickr.com/1200/1200/linen-dress,clothing?lock=18",1,Summer Linen Dress - Dress,active
summer-linen-dress,,,,,,,Size,M,Color,Beige,,,SUMMERLIN-M-BEI,shopify,25,deny,manual,64.99,85.00,TRUE,TRUE,,,,
summer-linen-dress,,,,,,,Size,L,Color,Beige,,,SUMMERLIN-L-BEI,shopify,25,deny,manual,64.99,85.00,TRUE,TRUE,,,,
summer-linen-dress,,,,,,,Size,XL,Color,Beige,,,SUMMERLIN-XL-BEI,shopify,25,deny,manual,64.99,85.00,TRUE,TRUE,,,,
summer-linen-dress,,,,,,,Size,S,Color,Black,,,SUMMERLIN-S-BLA,shopify,25,deny,manual,64.99,85.00,TRUE,TRUE,,,,
summer-linen-dress,,,,,,,Size,M,Color,Black,,,SUMMERLIN-M-BLA,shopify,25,deny,manual,64.99,85.00,TRUE,TRUE,,,,
summer-linen-dress,,,,,,,Size,L,Color,Black,,,SUMMERLIN-L-BLA,shopify,25,deny,manual,64.99,85.00,TRUE,TRUE,,,,
summer-linen-dress,,,,,,,Size,XL,Color,Black,,,SUMMERLIN-XL-BLA,shopify,25,deny,manual,64.99,85.00,TRUE,TRUE,,,,
summer-linen-dress,,,,,,,Size,S,Color,Sage,,,SUMMERLIN-S-SAG,shopify,25,deny,manual,64.99,85.00,TRUE,TRUE,,,,
summer-linen-dress,,,,,,,Size,M,Color,Sage,,,SUMMERLIN-M-SAG,shopify,25,deny,manual,64.99,85.00,TRUE,TRUE,,,,
summer-linen-dress,,,,,,,Size,L,Color,Sage,,,SUMMERLIN-L-SAG,shopify,25,deny,manual,64.99,85.00,TRUE,TRUE,,,,
summer-linen-dress,,,,,,,Size,XL,Color,Sage,,,SUMMERLIN-XL-SAG,shopify,25,deny,manual,64.99,85.00,TRUE,TRUE,,,,
summer-linen-dress,,,,,,,,,,,,,,,,,,,,,,https://loremflickr.com/1200/1200/linen-dress?lock=118,2,Summer Linen Dress alternate view,
wrap-midi-dress,Wrap Midi Dress,"<p>A flattering wrap midi with a tie waist.</p><ul><li><strong>Material:</strong> 95% viscose, 5% elastane</li><li><strong>Care:</strong> Hand wash cold.</li><li><strong>Fit:</strong> True to size</li></ul>",Acme Threads,Dress,"Dress, Burgundy, Navy, demo, Acme Threads",TRUE,Size,S,Color,Burgundy,,,WRAPMIDI-S-BUR,shopify,25,deny,manual,74.99,95.00,TRUE,TRUE,"https://loremflickr.com/1200/1200/dress,clothing?lock=19",1,Wrap Midi Dress - Dress,active
wrap-midi-dress,,,,,,,Size,M,Color,Burgundy,,,WRAPMIDI-M-BUR,shopify,25,deny,manual,74.99,95.00,TRUE,TRUE,,,,
wrap-midi-dress,,,,,,,Size,L,Color,Burgundy,,,WRAPMIDI-L-BUR,shopify,25,deny,manual,74.99,95.00,TRUE,TRUE,,,,
wrap-midi-dress,,,,,,,Size,XL,Color,Burgundy,,,WRAPMIDI-XL-BUR,shopify,25,deny,manual,74.99,95.00,TRUE,TRUE,,,,
wrap-midi-dress,,,,,,,Size,S,Color,Navy,,,WRAPMIDI-S-NAV,shopify,25,deny,manual,74.99,95.00,TRUE,TRUE,,,,
wrap-midi-dress,,,,,,,Size,M,Color,Navy,,,WRAPMIDI-M-NAV,shopify,25,deny,manual,74.99,95.00,TRUE,TRUE,,,,
wrap-midi-dress,,,,,,,Size,L,Color,Navy,,,WRAPMIDI-L-NAV,shopify,25,deny,manual,74.99,95.00,TRUE,TRUE,,,,
wrap-midi-dress,,,,,,,Size,XL,Color,Navy,,,WRAPMIDI-XL-NAV,shopify,25,deny,manual,74.99,95.00,TRUE,TRUE,,,,
wrap-midi-dress,,,,,,,,,,,,,,,,,,,,,,https://loremflickr.com/1200/1200/dress?lock=119,2,Wrap Midi Dress alternate view,
a-line-skirt,A-Line Skirt,<p>An A-line skirt that pairs with everything.</p><ul><li><strong>Material:</strong> 100% cotton twill</li><li><strong>Care:</strong> Machine wash cold.</li><li><strong>Fit:</strong> True to size</li></ul>,Acme Threads,Skirt,"Skirt, Black, Camel, Olive, demo, Acme Threads",TRUE,Size,S,Color,Black,,,ALINESKI-S-BLA,shopify,25,deny,manual,44.99,58.00,TRUE,TRUE,"https://loremflickr.com/1200/1200/skirt,clothing?lock=20",1,A-Line Skirt - Skirt,active
a-line-skirt,,,,,,,Size,M,Color,Black,,,ALINESKI-M-BLA,shopify,25,deny,manual,44.99,58.00,TRUE,TRUE,,,,
a-line-skirt,,,,,,,Size,L,Color,Black,,,ALINESKI-L-BLA,shopify,25,deny,manual,44.99,58.00,TRUE,TRUE,,,,
a-line-skirt,,,,,,,Size,XL,Color,Black,,,ALINESKI-XL-BLA,shopify,25,deny,manual,44.99,58.00,TRUE,TRUE,,,,
a-line-skirt,,,,,,,Size,S,Color,Camel,,,ALINESKI-S-CAM,shopify,25,deny,manual,44.99,58.00,TRUE,TRUE,,,,
a-line-skirt,,,,,,,Size,M,Color,Camel,,,ALINESKI-M-CAM,shopify,25,deny,manual,44.99,58.00,TRUE,TRUE,,,,
